Club,Ball,Club Speed,Attack Angle,Club Path,Low Point,Swing Plane,Swing Direction,Dyn. Loft,Face Angle,Face To Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Spin Rate,Spin Axis,Max Height - Dist.,Max Height - Height,Max Height - Side,Last data Point - Length,Last data Point - Side,Last data Point - Height,Last data Point - Time,Carry Flat - Length,Carry Flat - Side,Carry Flat - Land. Angle,Carry Flat - Ball Speed,Carry Flat - Time,Total,Side Total,Dynamic Lie,Impact Offset,Impact Height,Curve
,,[mph],[deg],[deg],[in],[deg],[deg],[deg],[deg],[deg],[mph],[],[deg],[deg],[rpm],[deg],[ft],[ft],[ft],[yds],[yds],[yds],[s],[yds],[yds],[deg],[mph],[s],[yds],[yds],[deg],[mm],[mm],[ft]
Driver,Premium,88.52899069,3.34,-5.369,-4.251968504,50.214,-2.583,19.62,1.058,6.427,128.8895848,1.4559,17.042,-0.023,3550,13.718,395.5001781,99.08920427,28.5101608,4.880421665,0.009336971,1.506705995,0.082098761,201.1607463,23.75815542,43.54410912,59.58259063,6.395975412,217.1491249,27.11241383,,,,71.51501828
Driver,Premium,93.94685039,,,,59.516,-0.556,,,,112.1980136,1.1943,3.157,-6.379,1530,-51.757,33.06412321,0.946924688,-3.979985304,4.519432776,-0.518179117,0.203999902,0.083066493,21.39433429,-2.775403737,3.253967396,104.38916,0.404651324,96.36626099,-14.04933381,,,,-1.203886763
Driver,Premium,87.75053686,,,,57.192,0.579,,,,126.8873031,1.446,5.278,0.546,1870,,228.633405,13.14993396,2.176019153,4.797611898,0.045736998,0.438257031,0.078336,131.798466,1.25647225,10.02611339,79.35739366,2.744648523,192.8570643,1.838561229,,,,
Driver,Premium,90.36327845,0.466,-4.171,-0.62992126,48.64,-3.761,20.058,6.991,11.163,126.8069971,1.4033,16.816,5.005,4720.28,19.458,369.0676051,97.45209335,72.47435588,4.875679796,0.444593858,1.491242447,0.083424257,185.7091247,49.53456024,45.26892104,57.82331922,6.247365177,197.9455873,54.38223435,,,,101.1927176
Driver,Premium,103.7804223,3.888,5.173,-5.31496063,50.678,8.364,9.377,-1.023,-6.195,144.3081156,1.3905,8.689,-0.233,1490,-35.764,313.2468196,29.64140211,-21.64198837,5.020825986,-0.035350396,0.760461937,0.072606073,179.3492752,-21.63280267,16.10623143,81.01196228,3.561376744,237.70785,-35.98180293,,,,-62.72581777
Driver,Premium,101.4070329,5.072,2.994,-6.181102362,52.886,6.845,11.017,-3.545,-6.539,141.3951772,1.3943,10.095,-2.509,1930,-34.841,341.7966748,39.28167818,-42.68346621,5.125983248,-0.241849218,0.907401121,0.07603502,191.6193436,-36.27699298,20.46294154,73.03427524,4.15047234,238.8283265,-52.73955869,,,,-84.01657283
Driver,Premium,,,,,,,,,,148.971233,,10.814,4.687,2440,,467.6753768,72.72266175,37.75298255,5.062393793,0.413692627,0.973314449,0.071491344,242.0299728,19.77839324,31.95806996,63.71377277,5.971556673,271.5822049,22.1933655,,,,
Driver,Premium,101.9282391,4.823,4.794,-6.023622047,53.079,8.429,13.434,0.875,-3.919,151.4557981,1.4859,12.096,1.499,2210,-16.033,470.6794258,77.28723124,-16.31096518,5.110136218,0.124826195,1.09932363,0.071294883,247.0979541,-18.91880851,32.08477013,65.97996099,5.961566381,278.5344858,-24.60501679,,,,-76.07195838
Driver,Premium,102.6507695,4.164,5.828,-5.551181102,50.102,9.318,11.5,1.543,-4.285,144.6713941,1.4093,10.346,2.23,1920,-20.38,395.7327144,50.24025833,-7.587541893,5.189908129,0.191153672,0.946879327,0.075316362,215.4983629,-13.22667015,23.90173329,69.88979529,4.824169257,257.7168535,-20.33297995,,,,-64.7583136
Driver,Premium,,,,,,,,,,148.9893522,,11.163,3.369,2540,,473.9257732,77.524323,27.47340724,5.294776872,0.311128244,1.052653494,0.074902467,243.4454538,14.30518384,33.47324261,63.02836629,6.131840234,271.7948492,15.97103263,,,,
Driver,Premium,100.0402649,4.49,6.324,-6.141732283,48.74,10.274,15.276,1.61,-4.714,150.8677076,1.5081,13.674,2.334,2620,-15.345,490.1278739,97.28571831,-14.95117897,5.239708968,0.203365936,1.282542666,0.073933415,250.6274477,-19.33580542,38.12860444,63.68185421,6.605913709,274.3259244,-23.79603952,,,,-88.48822834
Driver,Premium,102.317466,3.438,5.476,-4.448818898,51.065,8.258,12.753,2.048,-3.428,148.0384306,1.4469,11.368,2.57,2170,-13.154,448.0716375,67.91810964,-1.113836314,5.085102211,0.220801045,1.025761663,0.072383358,237.0466171,-8.258471246,29.77326496,66.08257741,5.650683969,271.0941128,-12.23047336,,,,-56.61859215
Driver,Premium,,,,,,,,,,153.2375179,,11.706,3.481,2740,,504.9034679,92.41736337,30.13547279,5.090459938,0.30904842,1.064472797,0.0701384,254.7005338,15.46319951,37.60642431,62.6960992,6.643533674,278.3430353,16.8985664,,,,
Driver,Premium,104.4179492,6.96,4.663,-8.818897638,52.117,10.114,13.173,2.628,-2.035,148.5086346,1.4222,11.929,3.043,1930,-11.642,447.2921777,68.95810111,6.247872968,5.115925598,0.265456269,1.082730264,0.072724,239.1728805,-3.024893327,29.45706251,68.05753913,5.588891146,275.104723,-5.873177173,,,,-47.14860534
Driver,Premium,104.7311203,4.667,4.567,-5.905511811,50.971,8.362,13.46,1.608,-2.959,155.3952666,1.4838,12.078,2.085,2250,-12.008,498.3573573,85.15344483,-6.318983402,4.259036979,0.150321936,0.91540338,0.057812437,258.1498659,-11.627946,33.87331776,65.79653058,6.268278424,287.7791074,-15.36312922,,,,-63.00823565
Driver,Premium,,,,,,,,,,153.1791339,,13.184,3.445,3170,,512.9755576,113.5413373,30.05785385,5.224581339,0.313921059,1.237991588,0.072509674,252.969068,15.19974762,43.45437485,62.63521457,7.152751307,270.513471,16.25391009,,,,
Driver,Premium,102.8632785,5.198,3.448,-6.456692913,54.262,7.201,15.852,-0.088,-3.536,153.8079366,1.4953,14.174,0.488,2700,-11.73,512.4294852,109.7786124,-25.50184991,5.041933321,0.035726496,1.282361767,0.069914299,258.6724566,-22.62782377,40.92664229,64.18003299,6.974500435,279.6751913,-26.25583957,,,,-74.46509277
Driver,Premium,103.0668397,3.218,2.343,-4.173228346,49.966,5.05,15.005,0.709,-1.634,153.6289817,1.4906,13.291,0.954,2640,-5.001,511.8092214,103.3697023,-4.039687525,4.993055302,0.080180289,1.188269178,0.069035715,259.0012381,-6.015791655,39.64842967,63.95365907,6.862441157,281.1983861,-7.331862075,,,,-30.97823998
Driver,Premium,103.7088404,3.87,1.879,-5.039370079,49.846,5.152,14.408,0.917,-0.962,155.3543307,1.498,12.814,1.067,2470,-3.301,515.6429922,98.60293726,1.633627143,5.274087178,0.096131678,1.208255514,0.071989149,262.7270134,-1.677470137,37.93117763,64.66149516,6.732824553,287.1774131,-2.40372209,,,,-19.70842024
Driver,Premium,103.8139764,3.752,-0.264,-5,49.167,2.985,11.727,-1.234,-0.971,151.0672423,1.4552,10.49,-1.081,1870,-4.435,448.6631659,61.64046495,-14.75564472,5.147623964,-0.09940457,0.955720138,0.07156118,239.5597012,-10.28454741,27.08797421,69.15305287,5.396819357,278.875176,-12.94062442,,,,-17.30213061
Driver,Premium,102.702219,8.425,-0.342,-11.41732283,49.393,6.953,7.979,-7.629,-7.287,142.7243647,1.3897,8.052,-6.563,1500,-80.195,149.5828654,11.17847007,-24.53402076,4.897641572,-0.582950338,0.664698402,0.0714184,94.66719394,-20.0414412,9.94053439,105.0622274,1.605412056,175.8357446,-45.44558277,,,,-28.00592317
Driver,Premium,103.2860594,2.889,2.786,-3.858267717,48.305,5.363,12.381,0.154,-2.632,153.1370795,1.4826,10.708,0.629,2641.98,-10.012,491.2726335,79.96992991,-16.66638818,4.951383739,0.04865465,0.944089796,0.067991553,249.9666788,-15.73902521,34.01318086,62.82419585,6.263964644,277.4550318,-19.49950278,,,,-55.4302235
Driver,Premium,105.3082498,4.768,2.621,-6.25984252,49.509,6.705,12.64,-0.884,-3.505,151.1837867,1.4356,10.749,-0.026,3106.37,-15.745,483.4219164,83.8662932,-38.25662731,5.11284979,-0.012875719,0.981443991,0.071196247,242.1400198,-31.22505827,36.44248243,60.64555435,6.397071018,264.9140681,-37.01279628,,,,-93.34827854
Driver,Premium,107.795723,6.848,0.244,-8.346456693,51.727,5.681,9.942,-4.476,-4.719,148.8613994,1.381,8.933,-2.919,2716.34,-43.785,359.1837595,38.88159633,-63.16748403,4.807269517,-0.266516691,0.75434474,0.0675016,194.5239051,-52.9402016,20.8975478,69.58834598,4.235609946,236.7440317,-75.35949966,,,,-130.0183885
Driver,Premium,105.7287938,4.786,2.796,-5.708661417,54.9,6.17,9.501,-0.725,-3.521,155.5552076,1.4713,8.739,-0.148,1470,-25.481,397.1409985,41.40721873,-24.6370094,5.152513229,-0.024546181,0.790480359,0.069144571,219.1960691,-23.11491938,19.48302504,78.18613039,4.353206372,273.435423,-34.76141326,,,,-67.65539189
Driver,Premium,105.0286328,4.303,1.556,-5.787401575,46.806,5.607,11.934,-1.552,-3.109,154.2743379,1.4689,10.75,-1.06,1960,-14.512,464.7132793,66.41383496,-31.17124703,5.069573391,-0.101087727,0.965554156,0.069064259,246.2438282,-24.90353643,28.21508659,68.64416488,5.569105129,283.9675555,-31.95099485,,,,-61.10177748
Driver,Premium,103.9124016,4.958,2.79,-5.905511811,53.354,6.49,13.183,-0.778,-3.568,151.8336167,1.4612,11.875,-0.197,2150,-15.328,469.5682576,75.27390906,-28.07160239,5.121876916,-0.025983323,1.080921368,0.07121582,246.8662039,-24.45816981,31.28231605,66.45751068,5.880446546,279.7050579,-30.91348562,,,,-70.84020978
Driver,Premium,102.1318003,2.059,1.663,-2.795275591,48.148,3.508,13.943,1.338,-0.325,151.6023175,1.4844,12.303,1.385,2470,-0.994,493.326913,88.84374727,9.573130936,5.144914749,0.123715605,1.129581807,0.071803038,252.8575633,4.278915743,35.90239434,63.94280479,6.437664585,279.2992447,4.543144681,,,,-5.499425468
Driver,Premium,80.10021475,,,,47.577,-13.064,,,,109.0940408,1.362,9.995,3.606,3750,29.468,243.8676639,29.47821703,37.60090274,4.992207157,0.339947593,0.877380099,0.096297885,133.6930478,29.58716899,22.15765321,57.19697126,3.767734916,165.1851742,41.75811892,,,,63.98538123
Driver,Premium,102.317466,5.237,2.439,-6.614173228,51.885,6.562,11.953,1.022,-1.416,147.02398,1.4369,10.746,1.281,1800,-7.623,423.5277651,57.40471677,-0.244057253,4.910980409,0.106202537,0.932855932,0.070176954,228.9804781,-3.784409619,25.96924864,69.78327492,5.15868388,269.9778243,-6.095709307,,,,-26.70542274
Driver,Premium,105.1427165,3.491,1.834,-4.330708661,52.226,4.544,10.604,-3.264,-5.099,149.6879474,1.4237,9.604,-2.535,1830,-24.577,399.7931142,46.91475705,-43.94211044,5.040093322,-0.234482619,0.852221297,0.070488062,218.5269633,-34.70425316,22.33045896,72.39224319,4.678428522,263.9337739,-47.49072437,,,,-75.38273656
Driver,Premium,101.9438976,4.747,3.89,-6.062992126,50.828,7.77,13.111,1.808,-2.082,152.4740515,1.4957,11.765,2.151,2100,-8.955,477.3265608,76.66629859,1.828879481,4.98341623,0.182414748,1.042099371,0.068948765,250.6096017,-4.637793746,31.68093496,66.68531818,5.96135188,283.1335059,-7.067228726,,,,-42.1172967
Driver,Premium,59.34144596,,,,43.855,-10.237,,,,87.47047244,1.474,0.748,-6.246,880,,10.5013669,0.073842237,-1.142491038,4.878147601,-0.530728772,0.020916938,0.1148928,7.016635437,-0.763390249,0.86014486,85.5574543,0.165819761,61.70023094,-6.712812014,,,,
Driver,Premium,61.44192913,-3.131,-4.802,4.05511811,45.081,-7.928,1.163,-5.525,-0.723,92.51655333,1.5058,0.261,-5.374,840,-6.246,5.105229344,0.012467205,-0.478763152,4.992056129,-0.470203148,-0.021715597,0.111271502,2.710284364,-0.254435442,0.226911122,91.79600836,0.060129074,56.73675066,-5.349141808,,,,-0.001806784
Driver,Premium,104.3105762,3.513,2.174,-4.488188976,48.81,5.254,12.631,-0.682,-2.856,152.795723,1.4648,11.211,-0.227,2258.32,-11.257,478.4859384,75.10398282,-22.73450675,5.016432857,-0.02590939,0.99942273,0.06913591,249.3666198,-19.273094,31.64750143,65.53882689,5.979539224,281.0445968,-24.07665227,,,,-54.86380667
Driver,Premium,37.48657838,1.711,-4.399,-2.204724409,47.281,-2.818,3.081,0.475,4.874,56.20391911,1.4993,2.733,-0.768,720,66.449,10.94488882,0.274185676,-0.109488589,4.94779278,-0.042984782,0.080070907,0.181691758,7.046679914,-0.046356726,2.723134567,54.91497522,0.259668259,43.17537415,0.003445319,,,,0.14429151
Driver,Premium,101.0334646,5.872,0.065,-7.637795276,51.27,4.796,-0.311,-4.134,-4.199,142.2924123,1.4084,0.416,-3.642,1240,-23.745,7.000366065,0.028683404,-0.448962051,5.071453605,-0.330881654,-0.008718356,0.0734152,4.346415192,-0.282155945,0.570804606,140.406442,0.062835346,78.66998133,-5.248021444,,,,-0.018225262
Driver,Premium,16.69649248,,,,73.462,6.94,,,,17.59014853,1.0535,20.647,-2.275,3386.06,,7.207173062,1.371670495,-0.28090007,4.805067029,-0.190764593,-0.041439014,0.608734437,4.625992767,-0.183655216,21.0249106,17.04907771,0.5857072,7.465711886,-0.296394093,,,,
Driver,Premium,68.53972799,,,,,,,,,53.38001074,0.7788,22.426,-14.311,4360,,77.64503399,17.39226465,-18.70527282,5.121049794,-1.26586534,1.963587032,0.2172344,47.32619508,-11.69849785,28.63402559,40.92811173,2.36147501,62.90241839,-15.54876332,,,,
Driver,Premium,65.25590551,,,,66.161,-8.39,,,,69.83871689,1.0702,29.973,-5.073,5090,1.149,147.058169,50.49310049,-11.67497051,4.911726167,-0.432283148,2.785329739,0.1704632,81.9522673,-6.745313713,43.8439104,47.30562525,4.014686847,91.32015068,-7.482473567,,,,1.509428297
Driver,Premium,,,,,,,,,,48.43235505,,26.84,-7.655,5660,,69.37624588,18.76711897,-8.897465576,5.083233349,-0.677169104,2.364423348,0.2471096,42.00549316,-5.595812787,33.21480072,38.19273639,2.385217389,51.97648763,-6.924110924,,,,
Driver,Premium,86.09744094,-6.783,-5.795,7.637795276,50.021,-11.519,14.004,-1.348,4.447,116.5710004,1.3539,10.617,-2.096,4010,7.797,315.966068,48.93591448,-0.583224159,5.126839816,-0.179904645,0.971741345,0.092810303,164.4801588,3.177377481,31.02121707,54.45190217,4.915411012,187.0715165,4.798682238,,,,27.56945084
Driver,Premium,92.20875089,,,,46.988,-14.756,,,,78.41580172,0.8504,10.867,-9.295,3090,,122.0363707,13.38697268,-19.5922814,4.848195477,-0.783077397,0.896935869,0.13056,73.37366754,-11.85126731,16.3012793,54.46808118,2.403318108,107.6621282,-17.3895173,,,,
Driver,Premium,90.51091625,-10.147,-3.736,12.51968504,51.242,-11.997,11.003,-3.133,0.603,113.6041518,1.2551,7.83,-3.225,3580,1.049,278.7869121,29.66086068,-14.56124635,4.917438432,-0.275777377,0.681210145,0.09047212,147.9654836,-7.41244095,21.84815231,56.81805297,4.07758746,180.159996,-8.822419827,,,,2.738889287
Driver,Premium,,,,,,,,,,29.37097351,,18.397,-38.274,2200,,18.79838508,3.179880306,-11.47627608,3.305338634,-2.047389783,0.825911985,0.245710078,12.20020759,-7.557041241,19.78636787,27.42357867,0.934348736,23.49636655,-14.55409751,,,,
Driver,Premium,87.63197924,-2.631,0.902,2.322834646,62.917,-0.445,45.163,-4.686,-5.588,79.18105762,0.9036,39.056,-3.651,4832.29,-3.447,185.1046555,91.35165011,-13.32894237,3.526158248,-0.22884703,2.857096244,0.1200328,93.97934503,-8.531384403,56.60212383,55.25456809,5.201517754,98.43232663,-8.97237789,,,,-7.662846279
Driver,Premium,80.43575519,-8.428,-6.201,9.68503937,51.189,-13.045,19.059,9.774,15.975,106.6969399,1.3265,13.719,6.464,6571.46,20.095,263.4057473,51.91336775,53.17703382,5.036188607,0.592107086,1.244937498,0.101194138,138.4981459,36.04368699,35.54203725,51.29162294,4.711126508,151.8994742,41.20094001,,,,62.27953434
Driver,Premium,86.25402649,,,,55.572,-0.851,,,,71.75800823,0.8319,12.191,-8.659,3450,-22.582,101.7603912,12.27855278,-18.63483144,4.927461542,-0.76550969,1.012574294,0.1459144,62.05214223,-13.22582356,17.08583533,51.62713693,2.190850381,92.77655968,-21.66922197,,,,-11.84273817
Driver,Premium,85.00581603,-8.935,0.121,11.53543307,46.538,-8.448,16.693,12.813,12.692,111.2710272,1.309,12.82,10.793,4790,17.455,290.1467,53.03986425,75.76065239,5.141563328,0.982299486,1.182128637,0.098487946,152.1153899,47.51179231,34.09473738,53.03386201,4.88346765,170.2204157,55.15385291,,,,58.83330993
Driver,Premium,88.09055118,-4.331,-0.629,5.078740157,48.081,-4.528,12.503,6.543,7.173,126.2070508,1.4327,9.996,5.444,3420,15.288,352.8611241,50.43180351,55.59364692,5.281005934,0.514231598,0.938872624,0.088021391,183.5892002,36.75766855,29.30028347,57.24909225,5.069010386,209.9714441,44.80978112,,,,58.58076945
Driver,Premium,92.84627774,-7.887,-2.201,9.881889764,47.792,-9.419,14.468,5.941,8.142,128.9426002,1.3888,11.507,4.821,4040,13.103,379.3965988,69.88230993,56.82453453,5.097745129,0.440351446,1.052437944,0.08364488,192.169347,36.85306741,36.97602265,56.01691449,5.744681119,210.7986776,42.20990922,,,,62.61585298
Driver,Premium,89.32086614,-8.583,-3.844,10.23622047,50.118,-11.089,17.305,4.156,8,118.2842699,1.3243,13.273,2.844,4960,11.094,329.3510998,68.67278459,35.11968559,5.366430446,0.280033679,1.286619386,0.096954746,168.1250727,23.86869963,39.03137882,54.0332574,5.490233931,183.0491729,27.1113323,,,,46.74591145
Driver,Premium,,,,,,,,,,12.40761453,,45.487,-24.802,1360,,5.832889027,2.695767787,-2.169815297,1.28272133,-0.538082785,0.8388966,0.304423744,3.440654367,-1.443304046,46.75363651,12.36280438,0.823802201,4.975728956,-2.087245322,,,,
Driver,Premium,87.01234789,-8.942,1.31,8.42519685,64.867,-2.924,21.043,11.244,9.935,89.76601646,1.0316,15.947,9.423,4790,11.73,202.3044221,38.85284172,40.50162024,5.142678022,0.857183063,1.463219714,0.1241288,111.9103688,25.7726861,31.26214188,50.31144866,3.985361087,130.8870008,31.2355244,,,,22.7856928
Driver,Premium,,,,,,,,,,12.44072119,,9.604,-27.743,520,,1.809845759,0.16196553,-0.839114915,1.258087486,-0.585648144,-0.009457303,0.210460811,1.150596718,-0.535610472,9.32357171,12.35903696,0.192427219,3.791526659,-1.764981034,,,,
Driver,Premium,,,,,,,,,,78.40752505,,6.657,17.072,2490,,81.07094001,5.11683857,23.75255053,4.724495196,1.386970454,0.51411597,0.1254856,50.51029098,14.82831039,8.518100984,62.17012767,1.500047321,95.18494971,27.94345374,,,,
Driver,Premium,86.72825698,-4.724,0.781,5.354330709,53.888,-2.676,16.995,8.918,8.137,114.4944524,1.3201,13.459,7.523,4300,13.359,313.1136807,60.56334607,59.52713591,5.256336685,0.703006748,1.270286951,0.098073139,163.1609624,37.72236421,35.93786703,54.19376328,5.20369529,181.2402496,43.4662978,,,,49.84411672
Driver,Premium,,,,,,,,,,94.89150859,,14.283,-3.193,5310,,222.5307405,40.93040133,-12.1830741,5.018731698,-0.279533757,1.281956063,0.1136328,120.7454139,-6.72528863,31.91986195,50.43698961,4.200745862,138.379824,-7.707491545,,,,
Driver,Premium,84.53829635,-5.685,-2.259,6.850393701,50.102,-7.033,17.229,7.476,9.735,115.4552165,1.3657,13.665,5.877,4450,15.067,316.5668578,63.01314233,54.45408378,5.230239194,0.55240222,1.285113779,0.096872321,164.3694574,35.9373781,36.83033728,54.21494704,5.279322608,181.5542499,41.39884961,,,,57.97608935
Driver,Premium,84.82015032,,,,66.145,4.146,,,,57.92412312,0.6829,27.264,5.611,4470,7.073,100.3419696,28.69819773,10.85108798,4.833948096,0.484040531,2.383053278,0.1967048,59.01572543,7.256415606,36.00690919,42.56061767,3.000751365,71.84977839,9.069213326,,,,4.485691318
Driver,Premium,85.20042949,-4.646,4.197,4.330708661,64.18,1.944,28.471,12.124,7.926,97.66933608,1.1463,22.626,10.523,5830,8.194,249.8219207,76.41080111,53.22656659,5.143068263,0.951771045,2.157309639,0.1192904,131.1561268,32.22589834,45.58017981,53.35787321,5.249628301,140.0726219,34.76705385,,,,25.3954179
Driver,Premium,85.7126879,-6.9,2.446,8.346456693,51.971,-2.985,14.929,11.684,9.238,114.3264585,1.3338,8.974,9.087,7336.22,15.111,284.9802383,43.95058723,65.29085656,5.135549215,0.830032481,0.835332237,0.094642533,145.7080127,39.62798195,31.99727572,50.85870634,4.628739422,160.1958924,45.03108075,,,,50.95741331
Driver,Premium,,,,,,,,,,12.11837867,,29.718,-15.499,1450,,4.496509869,1.265030606,-1.15301825,1.296021876,-0.346320758,0.417511858,0.253484239,2.876069182,-0.768538308,30.96190427,12.02655227,0.565730395,4.846987697,-1.295203797,,,,
Driver,Premium,90.40801718,,,,63.63,-3.947,,,,60.7303597,0.6717,30.003,1.438,6170,6.405,112.6833788,36.91413914,4.491052409,4.682911571,0.128575378,2.621101178,0.1870024,64.57253349,3.39000336,40.87158397,43.47267113,3.385065644,72.70711372,3.95857336,,,,5.312129294
Driver,Premium,87.88475304,-6.981,-6.993,8.74015748,45.958,-13.793,14.946,-4.659,2.334,119.6537223,1.3615,11.439,-5.046,4190,3.889,337.1580129,59.2168858,-22.86471414,5.012198431,-0.437176313,1.027734828,0.0886472,173.191589,-10.00347493,34.88259414,54.48944413,5.309889883,192.4575821,-10.59821479,,,,15.72905331
Driver,Premium,,,,,,,,,,91.57547423,,0.317,-21.343,1280,,5.966610327,0.019009632,-2.171531001,4.137369353,-1.505791516,-0.000814891,0.0929992,4.026800574,-1.465550118,0.401230702,90.33452978,0.090494535,58.35073382,-21.2366923,,,,
Driver,Premium,85.26530064,-7.108,-3.704,8.779527559,47.299,-10.312,13.737,0.214,3.918,118.8242663,1.3936,10.422,-0.429,3980,6.865,327.3168949,50.81610912,7.697331239,4.864001642,-0.030484679,0.905024714,0.086249136,169.4483145,7.234546467,31.48509672,54.68216297,5.025935212,191.848403,9.244243321,,,,25.50573856
Driver,Premium,84.87159986,,,,,,,,,61.97924123,0.7303,47.523,10.733,5850,,121.5101477,70.09978241,18.48433617,2.78960502,0.519531903,3.019229594,0.1400008,60.26853081,11.22432183,59.81026251,49.07624587,4.387229416,61.59015557,11.47045927,,,,
Driver,Premium,80.85853615,,,,53.125,1.084,,,,34.61345741,0.4281,30.325,-25.986,3970,-27.808,36.87090761,10.87054998,-16.15145565,5.167486181,-2.312948279,2.441712874,0.3633336,22.73827929,-10.766001,33.28566338,30.43233324,1.714156657,31.18933789,-14.99786561,,,,-2.70675724
Driver,Premium,83.04625984,-7.308,-4.393,9.37007874,45.45,-11.646,8.316,2.856,7.249,121.1386006,1.4587,6.145,1.838,2880.89,16.677,265.4160227,20.0716451,20.29149957,4.965675957,0.170534409,0.534468131,0.085230154,144.957531,15.78073955,14.92118507,65.24635027,3.478877297,189.8032044,24.42277602,,,,33.45280851
Driver,Premium,79.14727989,-4.719,-0.349,4.960629921,58.051,-3.299,31.118,7.106,7.454,88.66141732,1.1202,23.4,5.243,6930,7.016,211.1434436,63.34402767,24.78506457,5.058950135,0.473716899,2.19370478,0.13022,113.2369969,15.90951703,43.64848171,50.6862454,4.734323557,120.9299044,17.23316839,,,,16.79399602
Driver,Soft,77.15193271,0.519,5.661,-0.708661417,47.387,6.139,18.778,-7.596,-13.258,99.7049481,1.2923,15.964,-5.405,3470,-24.317,239.6604333,44.91218925,-41.31044039,4.989604451,-0.493485943,1.418294602,0.108039459,133.0791907,-31.05470981,30.63957332,54.45374961,4.299894439,156.644667,-39.63180689,,,,-56.18188776
Driver,Soft,81.1269685,-2.032,3.751,2.755905512,46.297,1.807,15.391,3.733,-0.018,115.4323998,1.4229,12.748,3.736,3030,-0.037,314.8828341,51.31915373,20.1980118,4.938639962,0.321742969,1.118513645,0.090835147,168.8178392,10.95955776,30.03736634,57.35489156,4.893454248,195.5373581,12.6881552,,,,-0.12174337
Driver,Soft,79.7154617,,,,50.937,5.654,,,,65.11117573,0.8168,44.343,-19.908,5110,-16.153,132.6635816,70.1862013,-46.22493727,3.03261168,-1.051371309,2.933024045,0.1364408,68.25900995,-29.92871148,56.77298962,49.70924975,4.439719191,71.67782284,-31.51328159,,,,-21.75169546
Driver,Soft,79.87428418,-1.766,1.072,2.244094488,45.427,-0.668,16.215,0.924,-0.148,113.6211525,1.4225,13.503,0.947,3060,-0.299,310.0340385,53.24952004,4.699911785,5.036798223,0.08300131,1.21027177,0.0944594,166.468724,2.434242306,31.08733008,56.96825923,4.928573535,192.0237438,2.762008546,,,,-0.951331285
Driver,Soft,82.8158554,,,,49.658,2.614,31.565,3.156,,102.8165265,1.2415,25.99,2.983,5687.18,0.887,273.9962881,100.8510164,14.62570466,5.014448785,0.26234721,2.466777631,0.1135304,139.3948343,8.362465432,51.51536488,57.35260892,5.867726121,145.781483,8.770814358,,,,3.330422019
Driver,Soft,82.43110236,-0.538,0.446,0.866141732,40.774,-0.178,15.525,-4.826,-5.272,114.2515211,1.386,13.797,-4.233,2066.51,-11.756,286.9544693,44.23864202,-29.43383344,5.001315567,-0.376435081,1.217713699,0.093204,162.2634364,-20.56537613,25.44087721,63.5183233,4.323635329,198.40182,-27.06772644,,,,-25.88632622
Driver,Soft,84.50921618,-0.911,6.374,1.299212598,44.711,5.454,11.442,6.818,0.444,121.9850573,1.4434,9.396,6.743,2480,1.323,305.4376036,34.60624555,36.78668105,4.950231716,0.58208727,0.81740751,0.085023471,167.5361938,20.77136489,21.28990258,63.33944963,4.206200566,206.6822569,25.89495682,,,,3.324053868
Driver,Soft,88.80860773,-2.095,0.338,2.598425197,48.391,-1.524,29.456,1.253,0.915,110.6370795,1.2458,24.922,1.101,4980,0.989,309.8881088,113.1732546,7.367056252,4.920274166,0.095855933,2.308460282,0.1023432,155.7864128,4.453178675,52.3259243,59.86710574,6.281917927,162.8219481,4.687194567,,,,4.380481717
Driver,Soft,86.9206335,-2.305,3.929,2.834645669,47.178,1.791,14.146,2.236,-1.693,124.3054313,1.4301,11.672,2.499,3070,-3.759,356.2584324,56.70766773,9.900919639,4.786561582,0.206138101,0.993425466,0.081349572,187.3220941,3.383299367,31.10869219,58.10042749,5.24959554,213.3770606,3.209270691,,,,-14.35858384
Driver,Soft,48.02702219,,,,47.11,-1.532,,,,62.57404259,1.3029,21.352,-0.091,2580,5.705,105.181266,22.51797655,0.816385355,4.917367029,-0.001132885,1.829454688,0.175604929,63.76583443,0.986400031,28.00111314,46.47126689,2.742032922,86.30097462,1.669610139,,,,3.262988067
Driver,Soft,46.88171081,-0.423,-1.121,0.511811024,49.517,-1.482,25.8,5.131,6.252,58.7710272,1.2536,21.351,3.949,2670,8.213,92.02559163,19.4907671,7.311105658,4.925073571,0.349216375,1.813523592,0.1873848,56.03776889,5.10647043,27.09459076,44.71964979,2.516145236,77.90156907,7.526127228,,,,3.753498484
Driver,Soft,50.36238368,,,,52.908,-2.116,,,,59.26740336,1.1768,18.761,-3.669,2790,,87.35557867,16.08841397,-5.494030753,4.968583932,-0.317926211,1.581842286,0.184298077,53.52924587,-3.425191272,23.8685061,45.23953712,2.318528226,77.2128893,-4.940643384,,,,
Driver,Soft,39.43942377,,,,60.468,3.939,,,,35.88448461,0.9099,13.46,9.66,1970,,22.05455866,2.705747686,3.673008924,5.222414539,0.876371366,0.827146615,0.311321877,14.39448934,2.415533695,14.60260728,33.22006637,0.881620238,31.26416793,5.24642794,,,,
